"Name","CommandType","Source"
"Set-CertificateAutoEnrollmentPolicy","Cmdlet","PKI"
"Set-CimInstance","Cmdlet","CimCmdlets"
"Set-CIPolicyIdInfo","Cmdlet","ConfigCI"
"Set-CIPolicySetting","Cmdlet","ConfigCI"
"Set-CIPolicyVersion","Cmdlet","ConfigCI"
"Set-Clipboard","Cmdlet","Microsoft.PowerShell.Management"
"Set-Content","Cmdlet","Microsoft.PowerShell.Management"
"Set-Culture","Cmdlet","International"
"Set-Date","Cmdlet","Microsoft.PowerShell.Utility"
"Set-DscLocalConfigurationManager","Cmdlet","PSDesiredStateConfiguration"
"Set-ExecutionPolicy","Cmdlet","Microsoft.PowerShell.Security"
"Set-GceFirewall","Cmdlet","GoogleCloud"
"Set-GceHealthCheck","Cmdlet","GoogleCloud"
"Set-GceInstance","Cmdlet","GoogleCloud"
"Set-GceManagedInstanceGroup","Cmdlet","GoogleCloud"
"Set-GceTargetPool","Cmdlet","GoogleCloud"
"Set-GcLogMetric","Cmdlet","GoogleCloud"
"Set-GcLogSink","Cmdlet","GoogleCloud"
"Set-GcpsAckDeadline","Cmdlet","GoogleCloud"
"Set-GcpsSubscriptionConfig","Cmdlet","GoogleCloud"
"Set-GcsObject","Cmdlet","GoogleCloud"
"Set-GkeCluster","Cmdlet","GoogleCloudBeta"
"Set-HVCIOptions","Cmdlet","ConfigCI"
"Set-Item","Cmdlet","Microsoft.PowerShell.Management"
"Set-ItemProperty","Cmdlet","Microsoft.PowerShell.Management"
"Set-JobTrigger","Cmdlet","PSScheduledJob"
"Set-KdsConfiguration","Cmdlet","Kds"
"Set-LapsADAuditing","Cmdlet","LAPS"
"Set-LapsADComputerSelfPermission","Cmdlet","LAPS"
"Set-LapsADPasswordExpirationTime","Cmdlet","LAPS"
"Set-LapsADReadPasswordPermission","Cmdlet","LAPS"
"Set-LapsADResetPasswordPermission","Cmdlet","LAPS"
"Set-LocalGroup","Cmdlet","Microsoft.PowerShell.LocalAccounts"
"Set-LocalUser","Cmdlet","Microsoft.PowerShell.LocalAccounts"
"Set-Location","Cmdlet","Microsoft.PowerShell.Management"
"Set-MarkdownOption","Cmdlet","Microsoft.PowerShell.Utility"
"Set-NonRemovableAppsPolicy","Cmdlet","Dism"
"Set-OsConfigurationDocument","Cmdlet","OsConfiguration"
"Set-OsConfigurationProperty","Cmdlet","OsConfiguration"
"Set-PackageSource","Cmdlet","PackageManagement"
"Set-ProcessMitigation","Cmdlet","ProcessMitigations"
"Set-PSBreakpoint","Cmdlet","Microsoft.PowerShell.Utility"
"Set-PSDebug","Cmdlet","Microsoft.PowerShell.Core"
"Set-PSReadLineKeyHandler","Cmdlet","PSReadLine"
"Set-PSReadLineOption","Cmdlet","PSReadLine"
"Set-PSResourceRepository","Cmdlet","Microsoft.PowerShell.PSResourceGet"
"Set-PSSessionConfiguration","Cmdlet","Microsoft.PowerShell.Core"
"Set-ReFSDedupSchedule","Cmdlet","Microsoft.ReFsDedup.Commands"
"Set-ReFSDedupScrubSchedule","Cmdlet","Microsoft.ReFsDedup.Commands"
"Set-RuleOption","Cmdlet","ConfigCI"
"Set-ScheduledJob","Cmdlet","PSScheduledJob"
"Set-ScheduledJobOption","Cmdlet","PSScheduledJob"
"Set-SecureBootUEFI","Cmdlet","SecureBoot"
"Set-Service","Cmdlet","Microsoft.PowerShell.Management"
"Set-StrictMode","Cmdlet","Microsoft.PowerShell.Core"
"Set-SystemPreferredUILanguage","Cmdlet","LanguagePackManagement"
"Set-TimeZone","Cmdlet","Microsoft.PowerShell.Management"
"Set-TpmOwnerAuth","Cmdlet","TrustedPlatformModule"
"Set-TraceSource","Cmdlet","Microsoft.PowerShell.Utility"
"Set-Variable","Cmdlet","Microsoft.PowerShell.Utility"
"Set-VHD","Cmdlet","Hyper-V"
"Set-VM","Cmdlet","Hyper-V"
"Set-VMBios","Cmdlet","Hyper-V"
"Set-VMComPort","Cmdlet","Hyper-V"
"Set-VMDvdDrive","Cmdlet","Hyper-V"
"Set-VMFibreChannelHba","Cmdlet","Hyper-V"
"Set-VMFirmware","Cmdlet","Hyper-V"
"Set-VMFloppyDiskDrive","Cmdlet","Hyper-V"
"Set-VMGpuPartitionAdapter","Cmdlet","Hyper-V"
"Set-VMHardDiskDrive","Cmdlet","Hyper-V"
"Set-VMHost","Cmdlet","Hyper-V"
"Set-VMHostCluster","Cmdlet","Hyper-V"
"Set-VMHostPartitionableGpu","Cmdlet","Hyper-V"
"Set-VMKeyProtector","Cmdlet","Hyper-V"
"Set-VMKeyStorageDrive","Cmdlet","Hyper-V"
"Set-VMMemory","Cmdlet","Hyper-V"
"Set-VMMigrationNetwork","Cmdlet","Hyper-V"
"Set-VMNetworkAdapter","Cmdlet","Hyper-V"
"Set-VMNetworkAdapterFailoverConfiguration","Cmdlet","Hyper-V"
"Set-VMNetworkAdapterIsolation","Cmdlet","Hyper-V"
"Set-VMNetworkAdapterRdma","Cmdlet","Hyper-V"
"Set-VMNetworkAdapterRoutingDomainMapping","Cmdlet","Hyper-V"
"Set-VMNetworkAdapterTeamMapping","Cmdlet","Hyper-V"
"Set-VMNetworkAdapterVlan","Cmdlet","Hyper-V"
"Set-VMPartitionableGpu","Cmdlet","Hyper-V"
"Set-VMProcessor","Cmdlet","Hyper-V"
"Set-VMRemoteFx3dVideoAdapter","Cmdlet","Hyper-V"
"Set-VMReplication","Cmdlet","Hyper-V"
"Set-VMReplicationAuthorizationEntry","Cmdlet","Hyper-V"
"Set-VMReplicationServer","Cmdlet","Hyper-V"
"Set-VMResourcePool","Cmdlet","Hyper-V"
"Set-VMSan","Cmdlet","Hyper-V"
"Set-VMSecurity","Cmdlet","Hyper-V"
"Set-VMSecurityPolicy","Cmdlet","Hyper-V"
"Set-VMStorageSettings","Cmdlet","Hyper-V"
"Set-VMSwitch","Cmdlet","Hyper-V"
"Set-VMSwitchExtensionPortFeature","Cmdlet","Hyper-V"
"Set-VMSwitchExtensionSwitchFeature","Cmdlet","Hyper-V"
"Set-VMSwitchTeam","Cmdlet","Hyper-V"
"Set-VMVideo","Cmdlet","Hyper-V"
"Set-WheaMemoryPolicy","Cmdlet","Whea"
"Set-WinAcceptLanguageFromLanguageListOptOut","Cmdlet","International"
"Set-WinCultureFromLanguageListOptOut","Cmdlet","International"
"Set-WinDefaultInputMethodOverride","Cmdlet","International"
"Set-WindowsEdition","Cmdlet","Dism"
"Set-WindowsProductKey","Cmdlet","Dism"
"Set-WindowsReservedStorageState","Cmdlet","Dism"
"Set-WindowsSearchSetting","Cmdlet","WindowsSearch"
"Set-WinGetUserSettings","Cmdlet","Microsoft.WinGet.Client"
"Set-WinHomeLocation","Cmdlet","International"
"Set-WinLanguageBarOption","Cmdlet","International"
"Set-WinSystemLocale","Cmdlet","International"
"Set-WinUILanguageOverride","Cmdlet","International"
"Set-WinUserLanguageList","Cmdlet","International"
"Set-WSManInstance","Cmdlet","Microsoft.WSMan.Management"
"Set-WSManQuickConfig","Cmdlet","Microsoft.WSMan.Management"
"Show-Command","Cmdlet","Microsoft.PowerShell.Utility"
"Show-Markdown","Cmdlet","Microsoft.PowerShell.Utility"
"Show-WindowsDeveloperLicenseRegistration","Cmdlet","WindowsDeveloperLicense"
"Sort-Object","Cmdlet","Microsoft.PowerShell.Utility"
"Split-Path","Cmdlet","Microsoft.PowerShell.Management"
"Split-WindowsImage","Cmdlet","Dism"
"Start-BitsTransfer","Cmdlet","BitsTransfer"
"Start-BqJob","Cmdlet","GoogleCloudBeta"
"Start-DscConfiguration","Cmdlet","PSDesiredStateConfiguration"
"Start-DtcDiagnosticResourceManager","Cmdlet","MsDtc"
"Start-GceInstance","Cmdlet","GoogleCloud"
"Start-GcSqlReplica","Cmdlet","GoogleCloud"
"Start-Job","Cmdlet","Microsoft.PowerShell.Core"
"Start-OSUninstall","Cmdlet","Dism"
"Start-Process","Cmdlet","Microsoft.PowerShell.Management"
"Start-ReFSDedupJob","Cmdlet","Microsoft.ReFsDedup.Commands"
"Start-Service","Cmdlet","Microsoft.PowerShell.Management"
"Start-Sleep","Cmdlet","Microsoft.PowerShell.Utility"
"Start-ThreadJob","Cmdlet","Microsoft.PowerShell.ThreadJob"
"Start-Transcript","Cmdlet","Microsoft.PowerShell.Host"
"Start-VM","Cmdlet","Hyper-V"
"Start-VMFailover","Cmdlet","Hyper-V"
"Start-VMInitialReplication","Cmdlet","Hyper-V"
"Start-VMTrace","Cmdlet","Hyper-V"
"Stop-BqJob","Cmdlet","GoogleCloudBeta"
"Stop-ComputeProcess","Cmdlet","HostComputeService"
"Stop-Computer","Cmdlet","Microsoft.PowerShell.Management"
"Stop-DtcDiagnosticResourceManager","Cmdlet","MsDtc"
"Stop-GceInstance","Cmdlet","GoogleCloud"
"Stop-GcSqlReplica","Cmdlet","GoogleCloud"
"Stop-Job","Cmdlet","Microsoft.PowerShell.Core"
"Stop-Process","Cmdlet","Microsoft.PowerShell.Management"
"Stop-ReFSDedupJob","Cmdlet","Microsoft.ReFsDedup.Commands"
"Stop-Service","Cmdlet","Microsoft.PowerShell.Management"
"Stop-Transcript","Cmdlet","Microsoft.PowerShell.Host"
"Stop-VM","Cmdlet","Hyper-V"
"Stop-VMFailover","Cmdlet","Hyper-V"
"Stop-VMInitialReplication","Cmdlet","Hyper-V"
"Stop-VMReplication","Cmdlet","Hyper-V"
"Stop-VMTrace","Cmdlet","Hyper-V"
"Suspend-BitsTransfer","Cmdlet","BitsTransfer"
"Suspend-ReFSDedupSchedule","Cmdlet","Microsoft.ReFsDedup.Commands"
"Suspend-Service","Cmdlet","Microsoft.PowerShell.Management"
"Suspend-VM","Cmdlet","Hyper-V"
"Suspend-VMReplication","Cmdlet","Hyper-V"
"Switch-Certificate","Cmdlet","PKI"
"Tee-Object","Cmdlet","Microsoft.PowerShell.Utility"
"Test-AppLockerPolicy","Cmdlet","AppLocker"
"Test-Certificate","Cmdlet","PKI"
"Test-Connection","Cmdlet","Microsoft.PowerShell.Management"
"Test-DscConfiguration","Cmdlet","PSDesiredStateConfiguration"
"Test-FileCatalog","Cmdlet","Microsoft.PowerShell.Security"
"Test-GcsBucket","Cmdlet","GoogleCloud"
"Test-GcsObject","Cmdlet","GoogleCloud"
"Test-HgsTraceTarget","Cmdlet","HgsDiagnostics"
"Test-Json","Cmdlet","Microsoft.PowerShell.Utility"
"Test-KdsRootKey","Cmdlet","Kds"
"Test-ModuleManifest","Cmdlet","Microsoft.PowerShell.Core"
"Test-Path","Cmdlet","Microsoft.PowerShell.Management"
"Test-PSScriptFileInfo","Cmdlet","Microsoft.PowerShell.PSResourceGet"
"Test-PSSessionConfigurationFile","Cmdlet","Microsoft.PowerShell.Core"
"Test-VHD","Cmdlet","Hyper-V"
"Test-VMNetworkAdapter","Cmdlet","Hyper-V"
"Test-VMReplicationConnection","Cmdlet","Hyper-V"
"Test-WinGetUserSettings","Cmdlet","Microsoft.WinGet.Client"
"Test-WSMan","Cmdlet","Microsoft.WSMan.Management"
"Trace-Command","Cmdlet","Microsoft.PowerShell.Utility"
"Unblock-File","Cmdlet","Microsoft.PowerShell.Utility"
"Unblock-Tpm","Cmdlet","TrustedPlatformModule"
"Undo-DtcDiagnosticTransaction","Cmdlet","MsDtc"
"Uninstall-Language","Cmdlet","LanguagePackManagement"
"Uninstall-Package","Cmdlet","PackageManagement"
"Uninstall-ProvisioningPackage","Cmdlet","Provisioning"
"Uninstall-PSResource","Cmdlet","Microsoft.PowerShell.PSResourceGet"
"Uninstall-TrustedProvisioningCertificate","Cmdlet","Provisioning"
"Uninstall-WinGetPackage","Cmdlet","Microsoft.WinGet.Client"
"Unprotect-CmsMessage","Cmdlet","Microsoft.PowerShell.Security"
"Unregister-Event","Cmdlet","Microsoft.PowerShell.Utility"
"Unregister-PackageSource","Cmdlet","PackageManagement"
"Unregister-PSResourceRepository","Cmdlet","Microsoft.PowerShell.PSResourceGet"
"Unregister-PSSessionConfiguration","Cmdlet","Microsoft.PowerShell.Core"
"Unregister-ScheduledJob","Cmdlet","PSScheduledJob"
"Unregister-WindowsDeveloperLicense","Cmdlet","WindowsDeveloperLicense"
"Update-FormatData","Cmdlet","Microsoft.PowerShell.Utility"
"Update-GcSqlInstance","Cmdlet","GoogleCloud"
"Update-Help","Cmdlet","Microsoft.PowerShell.Core"
"Update-LapsADSchema","Cmdlet","LAPS"
"Update-List","Cmdlet","Microsoft.PowerShell.Utility"
"Update-PSModuleManifest","Cmdlet","Microsoft.PowerShell.PSResourceGet"
"Update-PSResource","Cmdlet","Microsoft.PowerShell.PSResourceGet"
"Update-PSScriptFileInfo","Cmdlet","Microsoft.PowerShell.PSResourceGet"
"Update-TypeData","Cmdlet","Microsoft.PowerShell.Utility"
"Update-VMVersion","Cmdlet","Hyper-V"
"Update-WIMBootEntry","Cmdlet","Dism"
"Update-WinGetPackage","Cmdlet","Microsoft.WinGet.Client"
"Use-WindowsUnattend","Cmdlet","Dism"
"Wait-Debugger","Cmdlet","Microsoft.PowerShell.Utility"
"Wait-Event","Cmdlet","Microsoft.PowerShell.Utility"
"Wait-GceManagedInstanceGroup","Cmdlet","GoogleCloud"
"Wait-Job","Cmdlet","Microsoft.PowerShell.Core"
"Wait-Process","Cmdlet","Microsoft.PowerShell.Management"
"Wait-VM","Cmdlet","Hyper-V"
"Where-Object","Cmdlet","Microsoft.PowerShell.Core"
"Write-Debug","Cmdlet","Microsoft.PowerShell.Utility"
"Write-Error","Cmdlet","Microsoft.PowerShell.Utility"
"Write-GcsBucketLogging","Cmdlet","GoogleCloud"
"Write-GcsBucketWebsite","Cmdlet","GoogleCloud"
"Write-GcsObject","Cmdlet","GoogleCloud"
"Write-Host","Cmdlet","Microsoft.PowerShell.Utility"
"Write-Information","Cmdlet","Microsoft.PowerShell.Utility"
"Write-Output","Cmdlet","Microsoft.PowerShell.Utility"
"Write-Progress","Cmdlet","Microsoft.PowerShell.Utility"
"Write-Verbose","Cmdlet","Microsoft.PowerShell.Utility"
"Write-Warning","Cmdlet","Microsoft.PowerShell.Utility"
